danceability_x,energy_x,key,loudness_x,mode,speechiness_x,acousticness_x,instrumentalness_x,liveness_x,valence_x,tempo_x,duration_ms,time_signature_x,chorus_hit_x,sections_x,target_x,track_seconds_x,m_index,danceability_y,energy_y,loudness_y,speechiness_y,acousticness_y,instrumentalness_y,liveness_y,valence_y,tempo_y,time_signature_y,chorus_hit_y,sections_y,track_seconds_y,row_num,target_y,y_pred,y_pred_prob
0.574,0.896,C,-4.948,minor,0.0489,0.0969,0.00244,0.0973,0.961,115.443,106693,4,37.89898,4,0,106.693,10644,0.574,0.896,-4.948,0.0489,0.0969,0.00244,0.0973,0.961,115.443,4,37.89898,4,106.693,581,0,0.0,0.09199693501069611
0.255,0.926,A,-4.722,major,0.0678,0.00506,0.000855,0.0683,0.638,177.088,225347,4,25.44981,13,1,225.347,10646,0.255,0.926,-4.722,0.0678,0.00506,0.000855,0.0683,0.638,177.088,4,25.44981,13,225.347,7848,1,0.0,0.6000538564545249
0.855,0.422,F,-13.883,major,0.0379,0.464,0.912,0.0873,0.907,126.58,320253,4,43.8212,12,1,320.253,10647,0.855,0.422,-13.883,0.0379,0.464,0.912,0.0873,0.907,126.58,4,43.8212,12,320.253,126,1,1.0,0.8155883755163196
0.598,0.37,C# / Db,-16.811,major,0.0287,0.147,0.876,0.116,0.585,77.323,409560,4,25.47323,17,0,409.56,10651,0.598,0.37,-16.811,0.0287,0.147,0.876,0.116,0.585,77.323,4,25.47323,17,409.56,404,0,0.0,0.6515905141418975
0.478,0.723,D,-12.094,minor,0.0384,0.0353,0.482,0.0407,0.719,95.527,323187,4,49.13077,12,0,323.187,10653,0.478,0.723,-12.094,0.0384,0.0353,0.482,0.0407,0.719,95.527,4,49.13077,12,323.187,6138,0,0.0,0.4959773756079109
0.692,0.673,G,-13.069,major,0.0302,0.0814,8.81e-05,0.0967,0.852,117.678,284200,4,16.16797,16,1,284.2,10657,0.692,0.673,-13.069,0.0302,0.0814,8.81e-05,0.0967,0.852,117.678,4,16.16797,16,284.2,4487,1,1.0,0.6656682066128055
0.211,0.478,C# / Db,-7.852,major,0.0292,0.746,0.000177,0.215,0.483,173.459,137293,4,31.72213,8,1,137.293,10660,0.211,0.478,-7.852,0.0292,0.746,0.000177,0.215,0.483,173.459,4,31.72213,8,137.293,5891,1,1.0,0.7014525038789482
0.803,0.909,B,-6.039,minor,0.0489,0.366,0.00901,0.0831,0.972,133.179,315880,4,30.33211,16,1,315.88,10663,0.803,0.909,-6.039,0.0489,0.366,0.00901,0.0831,0.972,133.179,4,30.33211,16,315.88,3085,1,0.0,0.4046257098408052
0.518,0.513,G,-10.014,major,0.0279,0.422,0.0,0.249,0.621,136.638,157000,4,24.25926,10,1,157.0,10664,0.518,0.513,-10.014,0.0279,0.422,0.0,0.249,0.621,136.638,4,24.25926,10,157.0,5269,1,0.0,0.38583248203072906
0.454,0.946,C# / Db,-5.978,minor,0.13,0.0223,0.0,0.173,0.647,138.18,156147,4,35.34139,9,1,156.147,10667,0.454,0.946,-5.978,0.13,0.0223,0.0,0.173,0.647,138.18,4,35.34139,9,156.147,940,1,0.0,0.1132696523200917
0.464,0.741,G# / Ab,-13.23,minor,0.0891,0.0999,0.867,0.0731,0.478,102.479,481040,4,18.65582,19,0,481.04,10672,0.464,0.741,-13.23,0.0891,0.0999,0.867,0.0731,0.478,102.479,4,18.65582,19,481.04,5205,0,0.0,0.058124921758700474
0.707,0.726,D,-7.531,minor,0.0456,0.619,0.0974,0.115,0.826,98.011,146480,4,38.86748,6,0,146.48,10673,0.707,0.726,-7.531,0.0456,0.619,0.0974,0.115,0.826,98.011,4,38.86748,6,146.48,6845,0,1.0,0.8574385101822642
0.648,0.873,D# / Eb,-9.494,major,0.0589,0.292,0.00314,0.208,0.606,118.684,335827,4,23.30322,17,1,335.827,10675,0.648,0.873,-9.494,0.0589,0.292,0.00314,0.208,0.606,118.684,4,23.30322,17,335.827,6042,1,0.0,0.5151433387606
0.456,0.618,D# / Eb,-11.213,minor,0.045,0.692,0.0445,0.592,0.308,99.372,235333,4,37.3667,13,0,235.333,10688,0.456,0.618,-11.213,0.045,0.692,0.0445,0.592,0.308,99.372,4,37.3667,13,235.333,20,0,0.0,0.029942618698960404
0.417,0.271,D,-10.439,minor,0.0381,0.783,0.0,0.0773,0.352,131.164,292973,4,32.83929,14,0,292.973,10693,0.417,0.271,-10.439,0.0381,0.783,0.0,0.0773,0.352,131.164,4,32.83929,14,292.973,6160,0,1.0,0.8416161701048097
0.423,0.908,C# / Db,-3.467,major,0.0823,0.00152,0.000222,0.112,0.387,114.248,212813,4,37.40162,11,1,212.813,10695,0.423,0.908,-3.467,0.0823,0.00152,0.000222,0.112,0.387,114.248,4,37.40162,11,212.813,7399,1,0.0,0.5965332712308979
0.593,0.701,D,-5.587,major,0.032,0.477,0.0,0.108,0.659,141.905,211907,4,31.62584,11,1,211.907,10701,0.593,0.701,-5.587,0.032,0.477,0.0,0.108,0.659,141.905,4,31.62584,11,211.907,4861,1,1.0,0.7123630556220768
0.47,0.694,C,-6.902,minor,0.0337,0.423,2.34e-05,0.111,0.769,154.902,200027,4,28.18528,11,1,200.027,10706,0.47,0.694,-6.902,0.0337,0.423,2.34e-05,0.111,0.769,154.902,4,28.18528,11,200.027,6325,1,0.0,0.5167227860199459
0.494,0.666,D,-9.536,minor,0.0518,0.276,0.0,0.159,0.651,140.544,230667,4,35.64335,9,1,230.667,10710,0.494,0.666,-9.536,0.0518,0.276,0.0,0.159,0.651,140.544,4,35.64335,9,230.667,3283,1,1.0,0.8516624627026349
0.55,0.657,A,-13.729,minor,0.0425,0.601,2.09e-05,0.763,0.919,175.452,170387,4,24.928,10,0,170.387,10713,0.55,0.657,-13.729,0.0425,0.601,2.09e-05,0.763,0.919,175.452,4,24.928,10,170.387,5367,0,0.0,0.3266900579281771
0.719,0.816,D,-7.294,major,0.0317,0.4,0.000172,0.0963,0.938,114.739,204730,4,34.49155,12,1,204.73,10715,0.719,0.816,-7.294,0.0317,0.4,0.000172,0.0963,0.938,114.739,4,34.49155,12,204.73,1627,1,0.0,0.012055823093338653
0.611,0.209,F,-13.602,minor,0.062,0.822,1.49e-05,0.0635,0.562,105.738,162973,4,21.85455,9,0,162.973,10723,0.611,0.209,-13.602,0.062,0.822,1.49e-05,0.0635,0.562,105.738,4,21.85455,9,162.973,7743,0,0.0,0.20952123645614382
0.75,0.503,A# / Bb,-11.833,major,0.0376,0.55,0.761,0.0902,0.718,125.002,376760,4,28.61127,19,0,376.76,10737,0.75,0.503,-11.833,0.0376,0.55,0.761,0.0902,0.718,125.002,4,28.61127,19,376.76,5612,0,1.0,0.7871795065908754
0.567,0.903,F,-9.209,minor,0.0587,0.0625,0.000768,0.13,0.662,116.605,172987,4,17.65444,11,1,172.987,10745,0.567,0.903,-9.209,0.0587,0.0625,0.000768,0.13,0.662,116.605,4,17.65444,11,172.987,6364,1,0.0,0.17673673408595056
0.471,0.63,A,-11.165,minor,0.0283,0.0903,0.0,0.0326,0.798,144.247,221211,4,38.06387,9,1,221.211,10757,0.471,0.63,-11.165,0.0283,0.0903,0.0,0.0326,0.798,144.247,4,38.06387,9,221.211,5969,1,0.0,0.4092762779713684
0.646,0.0248,D,-25.936,major,0.0419,0.898,0.0,0.344,0.424,106.676,134707,4,36.91549,6,0,134.707,10758,0.646,0.0248,-25.936,0.0419,0.898,0.0,0.344,0.424,106.676,4,36.91549,6,134.707,3226,0,0.0,0.05844619369187126
0.501,0.412,G,-10.564,major,0.0307,0.827,0.00105,0.355,0.35,87.262,130933,4,75.53582,6,0,130.933,10764,0.501,0.412,-10.564,0.0307,0.827,0.00105,0.355,0.35,87.262,4,75.53582,6,130.933,6472,0,0.0,0.1460338192295923
0.651,0.568,G# / Ab,-9.804,major,0.129,0.608,6.48e-05,0.218,0.878,92.009,610939,4,29.59179,26,0,610.939,10768,0.651,0.568,-9.804,0.129,0.608,6.48e-05,0.218,0.878,92.009,4,29.59179,26,610.939,137,0,0.0,0.021314943941256114
0.311,0.586,E,-10.314,major,0.04,0.000108,0.00876,0.265,0.362,98.234,214960,4,18.51408,10,0,214.96,10770,0.311,0.586,-10.314,0.04,0.000108,0.00876,0.265,0.362,98.234,4,18.51408,10,214.96,2035,0,1.0,0.836424953508808
0.678,0.733,B,-7.45,major,0.0342,0.563,0.0,0.0599,0.762,114.759,244333,4,46.76975,11,1,244.333,10785,0.678,0.733,-7.45,0.0342,0.563,0.0,0.0599,0.762,114.759,4,46.76975,11,244.333,904,1,0.0,0.46712099451179134
0.558,0.416,A# / Bb,-10.907,minor,0.0446,0.147,0.000108,0.0895,0.426,89.908,277453,4,33.6215,12,1,277.453,10792,0.558,0.416,-10.907,0.0446,0.147,0.000108,0.0895,0.426,89.908,4,33.6215,12,277.453,354,1,1.0,0.8350635563692318
0.573,0.704,A,-5.164,major,0.0274,0.156,5.04e-05,0.0888,0.708,107.185,113613,4,44.50635,6,1,113.613,10797,0.573,0.704,-5.164,0.0274,0.156,5.04e-05,0.0888,0.708,107.185,4,44.50635,6,113.613,8015,1,0.0,0.4071629908410087
0.433,0.764,E,-5.123,major,0.0977,0.367,0.0,0.504,0.708,137.012,274373,4,62.99619,8,1,274.373,10803,0.433,0.764,-5.123,0.0977,0.367,0.0,0.504,0.708,137.012,4,62.99619,8,274.373,3878,1,1.0,0.8724051543201267
0.483,0.759,G,-9.27,major,0.0472,0.00164,0.00463,0.153,0.887,145.388,151573,4,26.94472,8,0,151.573,10806,0.483,0.759,-9.27,0.0472,0.00164,0.00463,0.153,0.887,145.388,4,26.94472,8,151.573,5678,0,0.0,0.6447588507519513
0.365,0.541,G,-11.704,major,0.0588,0.551,9.56e-05,0.109,0.33,126.097,1281867,4,93.49844,48,0,1281.867,10811,0.365,0.541,-11.704,0.0588,0.551,9.56e-05,0.109,0.33,126.097,4,93.49844,48,1281.867,2138,0,1.0,0.6750759968111136
0.284,0.638,G,-8.094,major,0.0696,0.289,0.0,0.112,0.5,87.005,252667,1,36.02395,11,1,252.667,10815,0.284,0.638,-8.094,0.0696,0.289,0.0,0.112,0.5,87.005,1,36.02395,11,252.667,2420,1,0.0,0.5678630566555781
0.651,0.91,C# / Db,-3.834,minor,0.2,0.253,0.0,0.472,0.654,96.792,232027,4,96.55797,9,0,232.027,10825,0.651,0.91,-3.834,0.2,0.253,0.0,0.472,0.654,96.792,4,96.55797,9,232.027,6468,0,0.0,0.2541373579232853
0.838,0.757,D,-5.399,major,0.0927,0.059,0.0119,0.0271,0.602,124.65,251333,4,21.86511,6,1,251.333,10845,0.838,0.757,-5.399,0.0927,0.059,0.0119,0.0271,0.602,124.65,4,21.86511,6,251.333,7367,1,0.0,0.011848067822646441
0.782,0.418,A,-14.367,minor,0.469,0.017,0.0,0.0868,0.893,140.936,167960,4,36.52305,8,1,167.96,10848,0.782,0.418,-14.367,0.469,0.017,0.0,0.0868,0.893,140.936,4,36.52305,8,167.96,1521,1,0.0,0.03110430703984744
0.559,0.342,C,-18.515,major,0.0455,0.931,0.907,0.0707,0.684,139.685,259453,4,51.49512,12,0,259.453,10849,0.559,0.342,-18.515,0.0455,0.931,0.907,0.0707,0.684,139.685,4,51.49512,12,259.453,2530,0,0.0,0.5311692259178623
0.45,0.789,A# / Bb,-6.528,minor,0.126,0.0638,3.25e-05,0.168,0.779,170.831,210547,4,40.80887,10,1,210.547,10851,0.45,0.789,-6.528,0.126,0.0638,3.25e-05,0.168,0.779,170.831,4,40.80887,10,210.547,4706,1,1.0,0.714921173448922
0.556,0.464,C,-11.297,major,0.0386,0.703,0.0,0.108,0.775,92.391,207160,4,27.40647,10,1,207.16,10852,0.556,0.464,-11.297,0.0386,0.703,0.0,0.108,0.775,92.391,4,27.40647,10,207.16,2519,1,1.0,0.7705441172678805
0.527,0.883,G,-4.704,major,0.136,0.23,9.03e-06,0.0622,0.923,90.765,172467,4,32.34299,8,0,172.467,10856,0.527,0.883,-4.704,0.136,0.23,9.03e-06,0.0622,0.923,90.765,4,32.34299,8,172.467,4606,0,1.0,0.7061091258010056
0.594,0.906,C# / Db,-5.536,major,0.0594,0.169,0.00122,0.0778,0.892,104.411,200053,4,60.9722,7,1,200.053,10864,0.594,0.906,-5.536,0.0594,0.169,0.00122,0.0778,0.892,104.411,4,60.9722,7,200.053,3730,1,0.0,0.46775980160111136
0.743,0.424,E,-12.536,minor,0.0538,0.255,0.00625,0.0704,0.884,88.275,310000,4,50.40451,13,0,310.0,10865,0.743,0.424,-12.536,0.0538,0.255,0.00625,0.0704,0.884,88.275,4,50.40451,13,310.0,2075,0,0.0,0.48177471733803484
0.552,0.496,F,-11.25,minor,0.0396,0.441,4.3e-06,0.0394,0.652,108.482,405853,4,74.73801,15,0,405.853,10877,0.552,0.496,-11.25,0.0396,0.441,4.3e-06,0.0394,0.652,108.482,4,74.73801,15,405.853,4135,0,0.0,0.578930963978276
0.589,0.43,E,-12.339,major,0.0465,0.847,1.21e-06,0.12,0.751,139.255,161720,4,30.31059,11,0,161.72,10886,0.589,0.43,-12.339,0.0465,0.847,1.21e-06,0.12,0.751,139.255,4,30.31059,11,161.72,3346,0,0.0,0.573834956529834
0.281,0.43,C,-11.288,minor,0.0336,0.279,0.00416,0.277,0.164,132.812,261200,4,34.63772,12,0,261.2,10893,0.281,0.43,-11.288,0.0336,0.279,0.00416,0.277,0.164,132.812,4,34.63772,12,261.2,5053,0,1.0,0.8601499459725025
0.327,0.341,D,-13.414,major,0.0522,0.761,0.000931,0.0794,0.521,175.329,209800,3,20.66568,14,0,209.8,10894,0.327,0.341,-13.414,0.0522,0.761,0.000931,0.0794,0.521,175.329,3,20.66568,14,209.8,3015,0,0.0,0.04100890409604954
0.624,0.769,C,-8.367,major,0.028,0.834,0.024,0.129,0.872,148.704,194265,4,34.55005,10,0,194.265,10896,0.624,0.769,-8.367,0.028,0.834,0.024,0.129,0.872,148.704,4,34.55005,10,194.265,4697,0,0.0,0.39008475262090886
0.438,0.717,B,-13.226,minor,0.05,0.305,0.00122,0.07,0.593,112.408,320640,4,49.54626,10,1,320.64,10898,0.438,0.717,-13.226,0.05,0.305,0.00122,0.07,0.593,112.408,4,49.54626,10,320.64,612,1,0.0,0.4937415664387187
0.567,0.651,D,-8.64,major,0.107,0.0611,9.78e-05,0.0835,0.926,96.693,197600,4,26.49168,11,1,197.6,10903,0.567,0.651,-8.64,0.107,0.0611,9.78e-05,0.0835,0.926,96.693,4,26.49168,11,197.6,1341,1,0.0,0.6136532038278543
0.602,0.254,G# / Ab,-15.397,major,0.0259,0.267,0.812,0.134,0.0902,82.882,414227,4,81.61547,14,0,414.227,10905,0.602,0.254,-15.397,0.0259,0.267,0.812,0.134,0.0902,82.882,4,81.61547,14,414.227,1260,0,0.0,0.27818456304671335
0.48,0.116,C# / Db,-20.386,major,0.0553,0.959,0.923,0.123,0.156,77.048,205453,3,62.89028,10,0,205.453,10910,0.48,0.116,-20.386,0.0553,0.959,0.923,0.123,0.156,77.048,3,62.89028,10,205.453,1869,0,1.0,0.867707532461676
0.456,0.492,A,-10.805,major,0.0297,0.644,1.03e-05,0.251,0.625,166.046,205000,4,28.96831,13,0,205.0,10911,0.456,0.492,-10.805,0.0297,0.644,1.03e-05,0.251,0.625,166.046,4,28.96831,13,205.0,563,0,0.0,0.01365772223139144
0.694,0.831,A,-7.288,major,0.0301,0.165,0.000892,0.25,0.98,125.901,215080,4,20.17762,12,1,215.08,10913,0.694,0.831,-7.288,0.0301,0.165,0.000892,0.25,0.98,125.901,4,20.17762,12,215.08,6303,1,1.0,0.6875751727299482
0.351,0.242,F,-20.02,minor,0.0412,0.9,0.915,0.0984,0.034,58.587,91427,4,57.94419,4,0,91.427,10914,0.351,0.242,-20.02,0.0412,0.9,0.915,0.0984,0.034,58.587,4,57.94419,4,91.427,1900,0,1.0,0.754389291780576
0.326,0.593,C# / Db,-11.462,minor,0.0558,0.345,0.714,0.115,0.582,69.492,55829,5,0.0,2,0,55.829,10918,0.326,0.593,-11.462,0.0558,0.345,0.714,0.115,0.582,69.492,5,0.0,2,55.829,6475,0,1.0,0.7761496877871995
0.507,0.349,G,-10.151,major,0.0247,0.714,0.0,0.24,0.323,66.859,208467,3,23.17395,12,1,208.467,10922,0.507,0.349,-10.151,0.0247,0.714,0.0,0.24,0.323,66.859,3,23.17395,12,208.467,1742,1,1.0,0.7964561716255881
0.795,0.336,C,-10.931,major,0.122,0.59,1.43e-06,0.0735,0.651,115.641,184200,4,47.80487,9,0,184.2,10923,0.795,0.336,-10.931,0.122,0.59,1.43e-06,0.0735,0.651,115.641,4,47.80487,9,184.2,2000,0,0.0,0.5497180695015379
0.697,0.0227,G# / Ab,-24.588,major,0.171,0.929,0.0,0.135,0.516,134.938,87867,4,21.2823,5,0,87.867,10926,0.697,0.0227,-24.588,0.171,0.929,0.0,0.135,0.516,134.938,4,21.2823,5,87.867,2005,0,1.0,0.8567515985224746
0.402,0.444,D,-14.709,major,0.0452,0.816,0.898,0.113,0.377,135.401,426747,4,23.92398,14,0,426.747,10927,0.402,0.444,-14.709,0.0452,0.816,0.898,0.113,0.377,135.401,4,23.92398,14,426.747,4954,0,1.0,0.7889363095799518
0.392,0.402,C,-9.961,minor,0.0536,0.288,0.0,0.243,0.228,143.883,354320,4,28.92143,17,1,354.32,10933,0.392,0.402,-9.961,0.0536,0.288,0.0,0.243,0.228,143.883,4,28.92143,17,354.32,4382,1,1.0,0.6690031327876165
0.402,0.485,G# / Ab,-7.32,minor,0.0313,0.497,1.8e-05,0.424,0.201,127.668,188587,4,45.98319,10,0,188.587,10942,0.402,0.485,-7.32,0.0313,0.497,1.8e-05,0.424,0.201,127.668,4,45.98319,10,188.587,7788,0,0.0,0.5986411869822936
0.32,0.643,D,-9.248,major,0.0494,0.0287,0.503,0.164,0.114,143.963,741960,4,39.73863,29,0,741.96,10951,0.32,0.643,-9.248,0.0494,0.0287,0.503,0.164,0.114,143.963,4,39.73863,29,741.96,7559,0,1.0,0.773107273954717
0.886,0.512,G,-7.151,minor,0.141,0.504,0.0,0.202,0.929,140.187,205667,4,43.23426,8,0,205.667,10952,0.886,0.512,-7.151,0.141,0.504,0.0,0.202,0.929,140.187,4,43.23426,8,205.667,7649,0,1.0,0.8068647569257406
0.452,0.494,G,-10.194,major,0.0279,0.803,1.1e-05,0.187,0.486,99.914,252040,4,37.97738,13,1,252.04,10958,0.452,0.494,-10.194,0.0279,0.803,1.1e-05,0.187,0.486,99.914,4,37.97738,13,252.04,7658,1,0.0,0.23816098403252897
0.382,0.392,E,-13.494,major,0.0593,0.576,0.012,0.1,0.724,163.337,164253,4,42.7332,7,1,164.253,10960,0.382,0.392,-13.494,0.0593,0.576,0.012,0.1,0.724,163.337,4,42.7332,7,164.253,7493,1,1.0,0.6870246166129373
0.375,0.924,D,-5.858,major,0.0663,0.0721,0.0,0.0827,0.726,114.925,265582,4,51.00692,12,0,265.582,10964,0.375,0.924,-5.858,0.0663,0.0721,0.0,0.0827,0.726,114.925,4,51.00692,12,265.582,746,0,1.0,0.7846222858762952
0.359,0.366,D# / Eb,-10.959,major,0.0308,0.302,2.26e-06,0.344,0.52,82.293,238160,4,27.07516,10,1,238.16,10971,0.359,0.366,-10.959,0.0308,0.302,2.26e-06,0.344,0.52,82.293,4,27.07516,10,238.16,356,1,0.0,0.6166546622536851
0.36,0.587,C# / Db,-9.094,major,0.0683,0.549,0.235,0.136,0.224,129.931,601613,3,31.36049,21,0,601.613,10977,0.36,0.587,-9.094,0.0683,0.549,0.235,0.136,0.224,129.931,3,31.36049,21,601.613,4143,0,0.0,0.5417328472378634
0.472,0.339,D,-10.969,major,0.0392,0.61,0.0,0.289,0.242,141.357,217067,4,48.18597,8,1,217.067,10978,0.472,0.339,-10.969,0.0392,0.61,0.0,0.289,0.242,141.357,4,48.18597,8,217.067,3970,1,1.0,0.835942108667438
0.249,0.179,G# / Ab,-23.865,major,0.0444,0.994,0.682,0.081,0.18,137.102,158240,4,39.093,8,0,158.24,10979,0.249,0.179,-23.865,0.0444,0.994,0.682,0.081,0.18,137.102,4,39.093,8,158.24,6031,0,0.0,0.32047252915070623
0.606,0.524,D# / Eb,-11.902,major,0.0338,0.663,0.00199,0.323,0.835,150.366,225640,4,28.53106,9,1,225.64,10987,0.606,0.524,-11.902,0.0338,0.663,0.00199,0.323,0.835,150.366,4,28.53106,9,225.64,3937,1,0.0,0.12924593978463708
0.529,0.26,C,-20.465,major,0.0345,0.778,0.643,0.09,0.9,112.779,205440,4,45.86324,10,0,205.44,10991,0.529,0.26,-20.465,0.0345,0.778,0.643,0.09,0.9,112.779,4,45.86324,10,205.44,4867,0,0.0,0.28209411956413094
0.458,0.552,B,-13.814,major,0.148,0.327,0.0,0.197,0.537,122.897,183347,4,25.28951,10,1,183.347,10995,0.458,0.552,-13.814,0.148,0.327,0.0,0.197,0.537,122.897,4,25.28951,10,183.347,6019,1,0.0,0.5005440708742622
0.667,0.513,E,-7.96,major,0.026,0.305,0.0,0.0851,0.518,95.306,283400,4,43.25516,13,1,283.4,11001,0.667,0.513,-7.96,0.026,0.305,0.0,0.0851,0.518,95.306,4,43.25516,13,283.4,3741,1,0.0,0.4973626422543303
0.546,0.334,G,-13.941,major,0.0333,0.962,0.00907,0.115,0.322,113.582,143907,4,44.05296,7,0,143.907,11005,0.546,0.334,-13.941,0.0333,0.962,0.00907,0.115,0.322,113.582,4,44.05296,7,143.907,4386,0,0.0,0.3010162679946835
0.556,0.267,E,-16.471,minor,0.0386,0.538,0.00538,0.475,0.766,101.938,297373,4,30.45456,16,0,297.373,11008,0.556,0.267,-16.471,0.0386,0.538,0.00538,0.475,0.766,101.938,4,30.45456,16,297.373,414,0,0.0,0.10921628816808109
0.384,0.303,C# / Db,-17.592,minor,0.0337,0.871,0.931,0.111,0.0801,94.719,232133,4,44.49923,9,0,232.133,11011,0.384,0.303,-17.592,0.0337,0.871,0.931,0.111,0.0801,94.719,4,44.49923,9,232.133,7298,0,1.0,0.8350732469916599
0.799,0.583,C,-17.629,major,0.0437,0.554,0.21,0.0792,0.909,132.249,354653,4,29.53536,14,1,354.653,11018,0.799,0.583,-17.629,0.0437,0.554,0.21,0.0792,0.909,132.249,4,29.53536,14,354.653,2317,1,1.0,0.7604097300085226
0.422,0.66,F,-9.051,minor,0.0322,0.068,0.287,0.286,0.635,90.531,131707,4,37.78233,5,0,131.707,11022,0.422,0.66,-9.051,0.0322,0.068,0.287,0.286,0.635,90.531,4,37.78233,5,131.707,5241,0,0.0,0.30118160231986835
0.654,0.514,A# / Bb,-12.432,major,0.0413,0.684,0.0,0.107,0.712,128.525,223267,4,42.16752,11,0,223.267,11026,0.654,0.514,-12.432,0.0413,0.684,0.0,0.107,0.712,128.525,4,42.16752,11,223.267,6185,0,0.0,0.03876785547665477
0.562,0.592,D,-9.694,minor,0.0393,0.33,1.25e-05,0.0882,0.869,99.05,187773,4,53.80244,9,1,187.773,11035,0.562,0.592,-9.694,0.0393,0.33,1.25e-05,0.0882,0.869,99.05,4,53.80244,9,187.773,1221,1,0.0,0.6101243191500925
0.215,0.0255,F,-31.547,minor,0.0569,0.841,0.946,0.111,0.0308,118.575,191880,3,28.49341,12,0,191.88,11042,0.215,0.0255,-31.547,0.0569,0.841,0.946,0.111,0.0308,118.575,3,28.49341,12,191.88,2972,0,1.0,0.7485071916606387
0.479,0.381,A,-11.687,major,0.0529,0.89,0.00157,0.154,0.299,123.585,135080,1,28.51247,8,0,135.08,11044,0.479,0.381,-11.687,0.0529,0.89,0.00157,0.154,0.299,123.585,1,28.51247,8,135.08,4716,0,0.0,0.10345492175123987
0.721,0.454,C,-11.385,major,0.0524,0.164,0.00133,0.175,0.85,112.138,293933,4,68.15402,13,0,293.933,11059,0.721,0.454,-11.385,0.0524,0.164,0.00133,0.175,0.85,112.138,4,68.15402,13,293.933,4725,0,1.0,0.8681854667167251
0.568,0.543,C# / Db,-12.099,major,0.0489,0.659,2.36e-05,0.4,0.871,105.482,157467,4,24.52893,6,1,157.467,11075,0.568,0.543,-12.099,0.0489,0.659,2.36e-05,0.4,0.871,105.482,4,24.52893,6,157.467,613,1,0.0,0.6206844254346587
0.52,0.663,B,-6.781,minor,0.0401,0.451,4.11e-05,0.131,0.723,123.492,140840,4,20.64221,6,0,140.84,11078,0.52,0.663,-6.781,0.0401,0.451,4.11e-05,0.131,0.723,123.492,4,20.64221,6,140.84,1577,0,0.0,0.6463072823963687
0.596,0.284,F,-13.06,major,0.038,0.943,0.000139,0.323,0.748,135.089,179640,4,29.44155,9,0,179.64,11092,0.596,0.284,-13.06,0.038,0.943,0.000139,0.323,0.748,135.089,4,29.44155,9,179.64,5473,0,1.0,0.793729189807605
0.318,0.627,A,-7.642,major,0.0317,1.68e-05,0.916,0.104,0.115,124.582,289787,4,34.44823,15,0,289.787,11098,0.318,0.627,-7.642,0.0317,1.68e-05,0.916,0.104,0.115,124.582,4,34.44823,15,289.787,2965,0,1.0,0.8692451586409169
0.552,0.355,D,-12.446,minor,0.0299,0.52,9.61e-06,0.0687,0.483,115.161,224707,4,31.76149,12,1,224.707,11101,0.552,0.355,-12.446,0.0299,0.52,9.61e-06,0.0687,0.483,115.161,4,31.76149,12,224.707,2522,1,0.0,0.09834432272058673
0.387,0.476,C,-9.949,major,0.0271,0.438,0.00459,0.108,0.619,84.643,194079,4,41.84447,9,1,194.079,11106,0.387,0.476,-9.949,0.0271,0.438,0.00459,0.108,0.619,84.643,4,41.84447,9,194.079,2069,1,0.0,0.12797290954639665
0.157,0.0442,G# / Ab,-23.595,major,0.0405,0.946,0.00039,0.11,0.0562,142.678,205267,3,38.11206,9,0,205.267,11108,0.157,0.0442,-23.595,0.0405,0.946,0.00039,0.11,0.0562,142.678,3,38.11206,9,205.267,1012,0,0.0,0.15851202743380166
0.474,0.35,E,-12.973,major,0.0266,0.383,0.000305,0.057,0.527,141.906,255987,3,33.52748,15,1,255.987,11109,0.474,0.35,-12.973,0.0266,0.383,0.000305,0.057,0.527,141.906,3,33.52748,15,255.987,2322,1,0.0,0.45950968537634096
0.148,0.442,C,-10.028,major,0.0328,0.374,0.723,0.519,0.188,149.63,318453,4,21.0608,12,0,318.453,11118,0.148,0.442,-10.028,0.0328,0.374,0.723,0.519,0.188,149.63,4,21.0608,12,318.453,1855,0,0.0,0.5849128205225596
0.408,0.517,G,-12.808,minor,0.0428,0.595,6.63e-05,0.106,0.644,108.807,532400,4,56.33294,22,0,532.4,11127,0.408,0.517,-12.808,0.0428,0.595,6.63e-05,0.106,0.644,108.807,4,56.33294,22,532.4,6234,0,1.0,0.742710894734807
0.295,0.74,A,-13.073,minor,0.0344,0.0604,0.142,0.193,0.506,135.299,248040,4,48.07201,8,1,248.04,11136,0.295,0.74,-13.073,0.0344,0.0604,0.142,0.193,0.506,135.299,4,48.07201,8,248.04,4647,1,0.0,0.024475171313134307
0.371,0.999,D,-3.616,major,0.199,0.000842,3.63e-06,0.349,0.0359,116.283,227947,4,25.03927,7,0,227.947,11138,0.371,0.999,-3.616,0.199,0.000842,3.63e-06,0.349,0.0359,116.283,4,25.03927,7,227.947,7700,0,0.0,0.05498681332714561
0.433,0.901,D,-7.962,minor,0.0876,0.683,0.891,0.278,0.709,132.302,105507,4,37.04423,7,0,105.507,11141,0.433,0.901,-7.962,0.0876,0.683,0.891,0.278,0.709,132.302,4,37.04423,7,105.507,2072,0,0.0,0.5389597189254018
0.548,0.238,F,-18.95,major,0.0336,0.9,0.902,0.0914,0.171,125.694,414173,3,29.80532,18,0,414.173,11148,0.548,0.238,-18.95,0.0336,0.9,0.902,0.0914,0.171,125.694,3,29.80532,18,414.173,3752,0,0.0,0.2819528026921644
