title,artist,spotify_id,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature
What It Feels Like,Nipsey Hussle ,7iNGwN4yuxATUtv0qYXJ8Q,0.46,0.733,1,-4.579,0,0.13,0.032,1.65e-06,0.109,0.0792,89.669,audio_features,7iNGwN4yuxATUtv0qYXJ8Q,spotify:track:7iNGwN4yuxATUtv0qYXJ8Q,https://api.spotify.com/v1/tracks/7iNGwN4yuxATUtv0qYXJ8Q,https://api.spotify.com/v1/audio-analysis/7iNGwN4yuxATUtv0qYXJ8Q,275163,4
Wait For U,Future feat. Drake ,59nOXPmaKlBfGMDeOVGrIK,0.463,0.642,1,-4.474,1,0.34,0.314,0.0,0.0686,0.339,83.389,audio_features,59nOXPmaKlBfGMDeOVGrIK,spotify:track:59nOXPmaKlBfGMDeOVGrIK,https://api.spotify.com/v1/tracks/59nOXPmaKlBfGMDeOVGrIK,https://api.spotify.com/v1/audio-analysis/59nOXPmaKlBfGMDeOVGrIK,189893,4
Shy Away,twenty one pilots,2nG54Y4a3sH9YpfxMolOyi,0.588,0.856,9,-5.242,0,0.0316,0.000818,0.0739,0.238,0.635,96.966,audio_features,2nG54Y4a3sH9YpfxMolOyi,spotify:track:2nG54Y4a3sH9YpfxMolOyi,https://api.spotify.com/v1/tracks/2nG54Y4a3sH9YpfxMolOyi,https://api.spotify.com/v1/audio-analysis/2nG54Y4a3sH9YpfxMolOyi,175044,4
Heart On Fire,Eric Church,0ysCB1Jg4hli0XlEWlipo7,0.653,0.927,8,-4.699,1,0.0289,0.0352,4.47e-05,0.0966,0.894,119.97,audio_features,0ysCB1Jg4hli0XlEWlipo7,spotify:track:0ysCB1Jg4hli0XlEWlipo7,https://api.spotify.com/v1/tracks/0ysCB1Jg4hli0XlEWlipo7,https://api.spotify.com/v1/audio-analysis/0ysCB1Jg4hli0XlEWlipo7,258800,4
Kacey Talk,YoungBoy Never Broke Again,1SF8piqsZWn86DajVKih8F,0.877,0.607,10,-7.818,0,0.15,0.535,0.0,0.138,0.773,127.055,audio_features,1SF8piqsZWn86DajVKih8F,spotify:track:1SF8piqsZWn86DajVKih8F,https://api.spotify.com/v1/tracks/1SF8piqsZWn86DajVKih8F,https://api.spotify.com/v1/audio-analysis/1SF8piqsZWn86DajVKih8F,151249,4
7 Summers,Morgan Wallen,4obHzpwGrjoTuZh2DItEMZ,0.466,0.786,0,-5.13,1,0.0328,0.417,6.1e-05,0.125,0.571,203.903,audio_features,4obHzpwGrjoTuZh2DItEMZ,spotify:track:4obHzpwGrjoTuZh2DItEMZ,https://api.spotify.com/v1/tracks/4obHzpwGrjoTuZh2DItEMZ,https://api.spotify.com/v1/audio-analysis/4obHzpwGrjoTuZh2DItEMZ,210507,4
After A Few,Travis Denning,1z6wl2rwKatfmza6usanWw,0.617,0.849,10,-4.316,0,0.0355,0.0146,0.0,0.194,0.695,106.998,audio_features,1z6wl2rwKatfmza6usanWw,spotify:track:1z6wl2rwKatfmza6usanWw,https://api.spotify.com/v1/tracks/1z6wl2rwKatfmza6usanWw,https://api.spotify.com/v1/audio-analysis/1z6wl2rwKatfmza6usanWw,213493,4
Holy,Justin Bieber feat. Chance The Rapper,5u1n1kITHCxxp8twBcZxWy,0.673,0.704,6,-8.056,1,0.36,0.196,0.0,0.0898,0.372,86.919,audio_features,5u1n1kITHCxxp8twBcZxWy,spotify:track:5u1n1kITHCxxp8twBcZxWy,https://api.spotify.com/v1/tracks/5u1n1kITHCxxp8twBcZxWy,https://api.spotify.com/v1/audio-analysis/5u1n1kITHCxxp8twBcZxWy,212093,4
Willow,Taylor Swift,0lx2cLdOt3piJbcaXIV74f,0.392,0.574,7,-9.195,1,0.17,0.833,0.00179,0.145,0.529,81.112,audio_features,0lx2cLdOt3piJbcaXIV74f,spotify:track:0lx2cLdOt3piJbcaXIV74f,https://api.spotify.com/v1/tracks/0lx2cLdOt3piJbcaXIV74f,https://api.spotify.com/v1/audio-analysis/0lx2cLdOt3piJbcaXIV74f,214707,4
Jail Pt 2,Kanye West,2H8jWuNmluerTEsuh8Gu6y,0.7,0.572,4,-6.459,1,0.0515,0.453,0.0,0.0871,0.686,109.985,audio_features,2H8jWuNmluerTEsuh8Gu6y,spotify:track:2H8jWuNmluerTEsuh8Gu6y,https://api.spotify.com/v1/tracks/2H8jWuNmluerTEsuh8Gu6y,https://api.spotify.com/v1/audio-analysis/2H8jWuNmluerTEsuh8Gu6y,297000,4
Bad Habit,Steve Lacy,5CM4UuQ9Gnd6K2YyKGPMoK,0.686,0.507,1,-7.097,1,0.0357,0.626,7.51e-05,0.383,0.69,168.955,audio_features,5CM4UuQ9Gnd6K2YyKGPMoK,spotify:track:5CM4UuQ9Gnd6K2YyKGPMoK,https://api.spotify.com/v1/tracks/5CM4UuQ9Gnd6K2YyKGPMoK,https://api.spotify.com/v1/audio-analysis/5CM4UuQ9Gnd6K2YyKGPMoK,232115,4
Gimmick,Gunna,3IaxObCWKEaGtIT78GsEpP,0.938,0.546,2,-7.037,1,0.138,0.00353,0.0,0.102,0.58,111.971,audio_features,3IaxObCWKEaGtIT78GsEpP,spotify:track:3IaxObCWKEaGtIT78GsEpP,https://api.spotify.com/v1/tracks/3IaxObCWKEaGtIT78GsEpP,https://api.spotify.com/v1/audio-analysis/3IaxObCWKEaGtIT78GsEpP,128640,4
Unholy,Sam Smith ,3nqQXoyQOWXiESFLlDF1hG,0.714,0.472,2,-7.375,1,0.0864,0.013,4.51e-06,0.266,0.238,131.121,audio_features,3nqQXoyQOWXiESFLlDF1hG,spotify:track:3nqQXoyQOWXiESFLlDF1hG,https://api.spotify.com/v1/tracks/3nqQXoyQOWXiESFLlDF1hG,https://api.spotify.com/v1/audio-analysis/3nqQXoyQOWXiESFLlDF1hG,156943,4
Sigue,J Balvin ,0kszSkYlXGMNvYaCFwAYkx,0.889,0.641,7,-4.494,1,0.0668,0.0515,2.75e-05,0.19,0.588,87.99,audio_features,0kszSkYlXGMNvYaCFwAYkx,spotify:track:0kszSkYlXGMNvYaCFwAYkx,https://api.spotify.com/v1/tracks/0kszSkYlXGMNvYaCFwAYkx,https://api.spotify.com/v1/audio-analysis/0kszSkYlXGMNvYaCFwAYkx,159387,4
Drunk Face,Machine Gun Kelly,3k0YJnqMKRZb8swo86vCkq,0.691,0.77,7,-4.578,0,0.0367,0.0282,0.0,0.497,0.344,90.024,audio_features,3k0YJnqMKRZb8swo86vCkq,spotify:track:3k0YJnqMKRZb8swo86vCkq,https://api.spotify.com/v1/tracks/3k0YJnqMKRZb8swo86vCkq,https://api.spotify.com/v1/audio-analysis/3k0YJnqMKRZb8swo86vCkq,143901,4
Undivided,Tim McGraw ,2DINVEELpI3ibUW2EzeDs7,0.583,0.812,10,-4.684,1,0.0299,0.131,0.0,0.201,0.408,89.992,audio_features,2DINVEELpI3ibUW2EzeDs7,spotify:track:2DINVEELpI3ibUW2EzeDs7,https://api.spotify.com/v1/tracks/2DINVEELpI3ibUW2EzeDs7,https://api.spotify.com/v1/audio-analysis/2DINVEELpI3ibUW2EzeDs7,175921,4
Baddest,"Yung Bleu, Chris Brown ",33N9JGkr9McbbPEMgUjqPj,0.712,0.703,4,-6.174,0,0.199,0.0287,0.0,0.13,0.452,89.024,audio_features,33N9JGkr9McbbPEMgUjqPj,spotify:track:33N9JGkr9McbbPEMgUjqPj,https://api.spotify.com/v1/tracks/33N9JGkr9McbbPEMgUjqPj,https://api.spotify.com/v1/audio-analysis/33N9JGkr9McbbPEMgUjqPj,202247,4
Rockstar In His Prime,Juice WRLD,2aaUTdC6YQqEZiQEk8wPxK,0.685,0.729,7,-8.694,0,0.15,0.415,0.0,0.196,0.382,170.025,audio_features,2aaUTdC6YQqEZiQEk8wPxK,spotify:track:2aaUTdC6YQqEZiQEk8wPxK,https://api.spotify.com/v1/tracks/2aaUTdC6YQqEZiQEk8wPxK,https://api.spotify.com/v1/audio-analysis/2aaUTdC6YQqEZiQEk8wPxK,180750,4
Iffy,Chris Brown,3kfqYE0jGONOrkVpkPPOd5,0.415,0.83,6,-5.621,0,0.18,0.0144,0.0,0.14,0.485,194.746,audio_features,3kfqYE0jGONOrkVpkPPOd5,spotify:track:3kfqYE0jGONOrkVpkPPOd5,https://api.spotify.com/v1/tracks/3kfqYE0jGONOrkVpkPPOd5,https://api.spotify.com/v1/audio-analysis/3kfqYE0jGONOrkVpkPPOd5,173549,4
Medical,Lil Baby ,5BCzsnN4U4OvOegjErHTUF,0.763,0.798,2,-4.692,1,0.397,0.0555,0.0,0.116,0.482,77.987,audio_features,5BCzsnN4U4OvOegjErHTUF,spotify:track:5BCzsnN4U4OvOegjErHTUF,https://api.spotify.com/v1/tracks/5BCzsnN4U4OvOegjErHTUF,https://api.spotify.com/v1/audio-analysis/5BCzsnN4U4OvOegjErHTUF,187680,4
44 Bulldog,Pop Smoke,7sjFIZ1g5QLJLGja3k592K,0.8,0.564,8,-5.817,1,0.4,0.0287,1.65e-06,0.112,0.318,139.989,audio_features,7sjFIZ1g5QLJLGja3k592K,spotify:track:7sjFIZ1g5QLJLGja3k592K,https://api.spotify.com/v1/tracks/7sjFIZ1g5QLJLGja3k592K,https://api.spotify.com/v1/audio-analysis/7sjFIZ1g5QLJLGja3k592K,150857,4
Kamikaze,YoungBoy Never Broke Again,1p0BcIePXAd65ouic9XrLT,0.718,0.798,10,-5.433,0,0.352,0.157,0.0,0.135,0.786,168.079,audio_features,1p0BcIePXAd65ouic9XrLT,spotify:track:1p0BcIePXAd65ouic9XrLT,https://api.spotify.com/v1/tracks/1p0BcIePXAd65ouic9XrLT,https://api.spotify.com/v1/audio-analysis/1p0BcIePXAd65ouic9XrLT,200000,4
My Affection,Summer Walker ,2aSM4sbNN7cSmpYOG0sf46,0.632,0.495,7,-8.335,1,0.143,0.333,0.0,0.0941,0.233,77.083,audio_features,2aSM4sbNN7cSmpYOG0sf46,spotify:track:2aSM4sbNN7cSmpYOG0sf46,https://api.spotify.com/v1/tracks/2aSM4sbNN7cSmpYOG0sf46,https://api.spotify.com/v1/audio-analysis/2aSM4sbNN7cSmpYOG0sf46,213933,4
Fancy Like,Walker Hayes,58UKC45GPNTflCN6nwCUeF,0.647,0.765,1,-6.459,1,0.06,0.111,0.0,0.315,0.855,79.994,audio_features,58UKC45GPNTflCN6nwCUeF,spotify:track:58UKC45GPNTflCN6nwCUeF,https://api.spotify.com/v1/tracks/58UKC45GPNTflCN6nwCUeF,https://api.spotify.com/v1/audio-analysis/58UKC45GPNTflCN6nwCUeF,161853,4
War,King Von,01XvpCU5TnYXaNFrrwm1We,0.915,0.538,11,-5.954,0,0.307,0.00234,0.0,0.124,0.099,131.919,audio_features,01XvpCU5TnYXaNFrrwm1We,spotify:track:01XvpCU5TnYXaNFrrwm1We,https://api.spotify.com/v1/tracks/01XvpCU5TnYXaNFrrwm1We,https://api.spotify.com/v1/audio-analysis/01XvpCU5TnYXaNFrrwm1We,160133,4
Stand On It,Lil Baby,26Hgx0810XUis01XWvoftB,0.728,0.496,11,-7.298,0,0.127,0.0325,0.0,0.0916,0.214,86.468,audio_features,26Hgx0810XUis01XWvoftB,spotify:track:26Hgx0810XUis01XWvoftB,https://api.spotify.com/v1/tracks/26Hgx0810XUis01XWvoftB,https://api.spotify.com/v1/audio-analysis/26Hgx0810XUis01XWvoftB,166889,4
Wonder,Shawn Mendes,5KCbr5ndeby4y4ggthdiAb,0.333,0.637,1,-4.904,0,0.0581,0.131,1.8e-05,0.149,0.132,139.898,audio_features,5KCbr5ndeby4y4ggthdiAb,spotify:track:5KCbr5ndeby4y4ggthdiAb,https://api.spotify.com/v1/tracks/5KCbr5ndeby4y4ggthdiAb,https://api.spotify.com/v1/audio-analysis/5KCbr5ndeby4y4ggthdiAb,172693,4
Nobody,Dylan Scott,2pxN8Z0hMuIjLQkbUYHyhY,0.574,0.724,5,-6.919,1,0.0316,0.496,1.86e-06,0.0864,0.666,79.971,audio_features,2pxN8Z0hMuIjLQkbUYHyhY,spotify:track:2pxN8Z0hMuIjLQkbUYHyhY,https://api.spotify.com/v1/tracks/2pxN8Z0hMuIjLQkbUYHyhY,https://api.spotify.com/v1/audio-analysis/2pxN8Z0hMuIjLQkbUYHyhY,162773,4
Beautiful Mistakes,Maroon 5 feat. Megan Thee Stallion,5zFglKYiknIxks8geR8rcL,0.713,0.676,10,-5.483,1,0.027,0.0377,0.0,0.154,0.721,99.048,audio_features,5zFglKYiknIxks8geR8rcL,spotify:track:5zFglKYiknIxks8geR8rcL,https://api.spotify.com/v1/tracks/5zFglKYiknIxks8geR8rcL,https://api.spotify.com/v1/audio-analysis/5zFglKYiknIxks8geR8rcL,227395,4
"Colombia, Mi Encanto",Carlos Vives,2Q5q1q01KOdHt5fM00WUJ8,0.718,0.88,0,-7.567,1,0.11,0.0223,0.0,0.908,0.814,124.007,audio_features,2Q5q1q01KOdHt5fM00WUJ8,spotify:track:2Q5q1q01KOdHt5fM00WUJ8,https://api.spotify.com/v1/tracks/2Q5q1q01KOdHt5fM00WUJ8,https://api.spotify.com/v1/audio-analysis/2Q5q1q01KOdHt5fM00WUJ8,175280,4
Mastermind,Taylor Swift,7FmYn9e7KHMXcxqGSj9LjH,0.662,0.357,4,-14.064,1,0.154,0.553,0.00129,0.0837,0.124,125.966,audio_features,7FmYn9e7KHMXcxqGSj9LjH,spotify:track:7FmYn9e7KHMXcxqGSj9LjH,https://api.spotify.com/v1/tracks/7FmYn9e7KHMXcxqGSj9LjH,https://api.spotify.com/v1/audio-analysis/7FmYn9e7KHMXcxqGSj9LjH,191039,4
July,Noah Cyrus ,6J2LdBN97cDWn0MLxYh9HB,0.708,0.186,9,-8.953,0,0.042,0.868,0.0,0.0779,0.322,72.541,audio_features,6J2LdBN97cDWn0MLxYh9HB,spotify:track:6J2LdBN97cDWn0MLxYh9HB,https://api.spotify.com/v1/tracks/6J2LdBN97cDWn0MLxYh9HB,https://api.spotify.com/v1/audio-analysis/6J2LdBN97cDWn0MLxYh9HB,156106,4
Here We Go... Again,"The Weeknd feat. Tyler, The Creator",1NhjYYcYTRywc0di98xHxf,0.469,0.623,1,-4.432,1,0.0302,0.345,0.0,0.588,0.198,134.943,audio_features,1NhjYYcYTRywc0di98xHxf,spotify:track:1NhjYYcYTRywc0di98xHxf,https://api.spotify.com/v1/tracks/1NhjYYcYTRywc0di98xHxf,https://api.spotify.com/v1/audio-analysis/1NhjYYcYTRywc0di98xHxf,209778,4
Despues de La Playa,Bad Bunny,1dm6z1fWB0cErMszU25dy2,0.564,0.903,5,-3.221,1,0.307,0.356,0.0,0.175,0.607,78.293,audio_features,1dm6z1fWB0cErMszU25dy2,spotify:track:1dm6z1fWB0cErMszU25dy2,https://api.spotify.com/v1/tracks/1dm6z1fWB0cErMszU25dy2,https://api.spotify.com/v1/audio-analysis/1dm6z1fWB0cErMszU25dy2,230400,4
3AM On Glenwood,21 Savage,1MTXYvJ9TSqg9x6WPCDx2n,0.475,0.692,1,-8.327,1,0.398,0.0533,6.49e-06,0.18,0.241,181.167,audio_features,1MTXYvJ9TSqg9x6WPCDx2n,spotify:track:1MTXYvJ9TSqg9x6WPCDx2n,https://api.spotify.com/v1/tracks/1MTXYvJ9TSqg9x6WPCDx2n,https://api.spotify.com/v1/audio-analysis/1MTXYvJ9TSqg9x6WPCDx2n,178329,4
Modern Day,Migos,2Igem6Q4sfvXGJ3JkG7Baw,0.87,0.629,11,-7.598,0,0.279,0.173,0.0,0.101,0.512,134.944,audio_features,2Igem6Q4sfvXGJ3JkG7Baw,spotify:track:2Igem6Q4sfvXGJ3JkG7Baw,https://api.spotify.com/v1/tracks/2Igem6Q4sfvXGJ3JkG7Baw,https://api.spotify.com/v1/audio-analysis/2Igem6Q4sfvXGJ3JkG7Baw,241790,4
Pero Ya No,Bad Bunny,75pQqzwgCjUOSSy5CpmAjy,0.882,0.612,4,-6.103,1,0.118,0.0475,5.07e-06,0.182,0.742,147.982,audio_features,75pQqzwgCjUOSSy5CpmAjy,spotify:track:75pQqzwgCjUOSSy5CpmAjy,https://api.spotify.com/v1/tracks/75pQqzwgCjUOSSy5CpmAjy,https://api.spotify.com/v1/audio-analysis/75pQqzwgCjUOSSy5CpmAjy,160638,4
Remote Control,Kanye West,45N9i9QraLWD6GW7xBqxnx,0.792,0.548,4,-7.079,1,0.082,0.0784,7.26e-05,0.167,0.197,110.105,audio_features,45N9i9QraLWD6GW7xBqxnx,spotify:track:45N9i9QraLWD6GW7xBqxnx,https://api.spotify.com/v1/tracks/45N9i9QraLWD6GW7xBqxnx,https://api.spotify.com/v1/audio-analysis/45N9i9QraLWD6GW7xBqxnx,198614,4
Love You Better,Future,4XJRpBOG0bU3Nxnvam3FnC,0.709,0.357,5,-9.289,1,0.214,0.478,0.000294,0.112,0.544,75.494,audio_features,4XJRpBOG0bU3Nxnvam3FnC,spotify:track:4XJRpBOG0bU3Nxnvam3FnC,https://api.spotify.com/v1/tracks/4XJRpBOG0bU3Nxnvam3FnC,https://api.spotify.com/v1/audio-analysis/4XJRpBOG0bU3Nxnvam3FnC,129480,4
Escape From LA,The Weeknd,1sOW4PuG5X3Ie3EXUhAopJ,0.404,0.524,5,-8.996,0,0.0593,0.0456,0.00316,0.199,0.168,145.74,audio_features,1sOW4PuG5X3Ie3EXUhAopJ,spotify:track:1sOW4PuG5X3Ie3EXUhAopJ,https://api.spotify.com/v1/tracks/1sOW4PuG5X3Ie3EXUhAopJ,https://api.spotify.com/v1/audio-analysis/1sOW4PuG5X3Ie3EXUhAopJ,355960,4
First Class,Jack Harlow,0wHFktze2PHC5jDt3B17DC,0.902,0.582,5,-5.902,0,0.109,0.111,3.18e-06,0.111,0.332,107.005,audio_features,0wHFktze2PHC5jDt3B17DC,spotify:track:0wHFktze2PHC5jDt3B17DC,https://api.spotify.com/v1/tracks/0wHFktze2PHC5jDt3B17DC,https://api.spotify.com/v1/audio-analysis/0wHFktze2PHC5jDt3B17DC,173948,4
Argentina,Gunna,4LkEHc33eXcXFQNwxruw7W,0.804,0.725,1,-9.463,1,0.0838,0.0912,0.0,0.0708,0.356,139.967,audio_features,4LkEHc33eXcXFQNwxruw7W,spotify:track:4LkEHc33eXcXFQNwxruw7W,https://api.spotify.com/v1/tracks/4LkEHc33eXcXFQNwxruw7W,https://api.spotify.com/v1/audio-analysis/4LkEHc33eXcXFQNwxruw7W,149133,4
Go2DaMoon,Playboi Carti feat. Kanye West,0F13K9dwYH2zpTWiR8d628,0.693,0.434,4,-8.786,0,0.385,0.204,0.0,0.277,0.542,147.066,audio_features,0F13K9dwYH2zpTWiR8d628,spotify:track:0F13K9dwYH2zpTWiR8d628,https://api.spotify.com/v1/tracks/0F13K9dwYH2zpTWiR8d628,https://api.spotify.com/v1/audio-analysis/0F13K9dwYH2zpTWiR8d628,119738,4
Do It,Chloe X Halle,35Dh5MnCUPLN3XyAVtQff3,0.725,0.668,5,-7.286,0,0.055,0.0932,2.33e-06,0.112,0.566,82.966,audio_features,35Dh5MnCUPLN3XyAVtQff3,spotify:track:35Dh5MnCUPLN3XyAVtQff3,https://api.spotify.com/v1/tracks/35Dh5MnCUPLN3XyAVtQff3,https://api.spotify.com/v1/audio-analysis/35Dh5MnCUPLN3XyAVtQff3,176787,4
Loved By You,Justin Bieber feat. Burna Boy,2tB9OFgAHjAds3cqquLlvp,0.79,0.724,1,-6.972,1,0.0852,0.0696,2.33e-06,0.113,0.642,101.04,audio_features,2tB9OFgAHjAds3cqquLlvp,spotify:track:2tB9OFgAHjAds3cqquLlvp,https://api.spotify.com/v1/tracks/2tB9OFgAHjAds3cqquLlvp,https://api.spotify.com/v1/audio-analysis/2tB9OFgAHjAds3cqquLlvp,159250,4
Came And Saw,Young Thug feat. Rowdy Rebel,3GkEnNf2RWmdwkA2FfjQ3g,0.771,0.817,2,-6.791,1,0.214,0.306,0.0,0.155,0.554,123.952,audio_features,3GkEnNf2RWmdwkA2FfjQ3g,spotify:track:3GkEnNf2RWmdwkA2FfjQ3g,https://api.spotify.com/v1/tracks/3GkEnNf2RWmdwkA2FfjQ3g,https://api.spotify.com/v1/audio-analysis/3GkEnNf2RWmdwkA2FfjQ3g,174413,4
That's What Tequila Does,Jason Aldean,6kCFt2ATuMIE5H9zVEJXei,0.522,0.801,5,-5.424,1,0.1,0.224,0.0,0.301,0.491,155.928,audio_features,6kCFt2ATuMIE5H9zVEJXei,spotify:track:6kCFt2ATuMIE5H9zVEJXei,https://api.spotify.com/v1/tracks/6kCFt2ATuMIE5H9zVEJXei,https://api.spotify.com/v1/audio-analysis/6kCFt2ATuMIE5H9zVEJXei,189307,3
Chasing After You,Ryan Hurd With Maren Morris,1ZIKpMTRPqhwAoVXWY3tXI,0.596,0.679,4,-6.395,1,0.0394,0.723,0.0,0.116,0.479,131.912,audio_features,1ZIKpMTRPqhwAoVXWY3tXI,spotify:track:1ZIKpMTRPqhwAoVXWY3tXI,https://api.spotify.com/v1/tracks/1ZIKpMTRPqhwAoVXWY3tXI,https://api.spotify.com/v1/audio-analysis/1ZIKpMTRPqhwAoVXWY3tXI,207974,4
Big Purr (Prrdd),Coi Leray ,5byWPNSh2hi0ULmDxBgLyV,0.774,0.412,1,-8.619,1,0.378,0.026,0.0,0.088,0.38,139.943,audio_features,5byWPNSh2hi0ULmDxBgLyV,spotify:track:5byWPNSh2hi0ULmDxBgLyV,https://api.spotify.com/v1/tracks/5byWPNSh2hi0ULmDxBgLyV,https://api.spotify.com/v1/audio-analysis/5byWPNSh2hi0ULmDxBgLyV,116760,4
Under The Mistletoe,Kelly Clarkson ,2K4XbdyLxi9jhqVQeyUKRK,0.437,0.802,2,-5.063,1,0.111,0.0168,0.0,0.086,0.704,178.137,audio_features,2K4XbdyLxi9jhqVQeyUKRK,spotify:track:2K4XbdyLxi9jhqVQeyUKRK,https://api.spotify.com/v1/tracks/2K4XbdyLxi9jhqVQeyUKRK,https://api.spotify.com/v1/audio-analysis/2K4XbdyLxi9jhqVQeyUKRK,225688,4
Pieces,Rod Wave,6T7tWJsjBpLb95rNqSLcih,0.565,0.558,5,-7.634,1,0.0453,0.379,0.0,0.0896,0.0778,82.998,audio_features,6T7tWJsjBpLb95rNqSLcih,spotify:track:6T7tWJsjBpLb95rNqSLcih,https://api.spotify.com/v1/tracks/6T7tWJsjBpLb95rNqSLcih,https://api.spotify.com/v1/audio-analysis/6T7tWJsjBpLb95rNqSLcih,208193,4
Daywalker!,Machine Gun Kelly ,2NnJpRXIlx35Vij3bPZO0h,0.632,0.922,7,-2.173,1,0.0794,0.00558,1.81e-05,0.0927,0.497,88.972,audio_features,2NnJpRXIlx35Vij3bPZO0h,spotify:track:2NnJpRXIlx35Vij3bPZO0h,https://api.spotify.com/v1/tracks/2NnJpRXIlx35Vij3bPZO0h,https://api.spotify.com/v1/audio-analysis/2NnJpRXIlx35Vij3bPZO0h,137747,4
Death,Trippie Redd feat. DaBaby,6YfTl5YupXOQBKiJJLrxcw,0.802,0.82,10,-5.969,0,0.146,0.0579,0.0,0.149,0.613,164.005,audio_features,6YfTl5YupXOQBKiJJLrxcw,spotify:track:6YfTl5YupXOQBKiJJLrxcw,https://api.spotify.com/v1/tracks/6YfTl5YupXOQBKiJJLrxcw,https://api.spotify.com/v1/audio-analysis/6YfTl5YupXOQBKiJJLrxcw,172196,4
Boss Bitch,Doja Cat,78qd8dvwea0Gosb6Fe6j3k,0.707,0.955,10,-4.593,0,0.222,0.127,0.0,0.202,0.575,125.989,audio_features,78qd8dvwea0Gosb6Fe6j3k,spotify:track:78qd8dvwea0Gosb6Fe6j3k,https://api.spotify.com/v1/tracks/78qd8dvwea0Gosb6Fe6j3k,https://api.spotify.com/v1/audio-analysis/78qd8dvwea0Gosb6Fe6j3k,134240,4
Peaches,Justin Bieber feat. Daniel Caesar ,4iJyoBOLtHqaGxP12qzhQI,0.677,0.696,0,-6.181,1,0.119,0.321,0.0,0.42,0.464,90.03,audio_features,4iJyoBOLtHqaGxP12qzhQI,spotify:track:4iJyoBOLtHqaGxP12qzhQI,https://api.spotify.com/v1/tracks/4iJyoBOLtHqaGxP12qzhQI,https://api.spotify.com/v1/audio-analysis/4iJyoBOLtHqaGxP12qzhQI,198082,4
Pretty Heart,Parker McCollum,7nINhyXn6uwUkYLY5KQH0K,0.568,0.707,7,-4.445,1,0.03,0.00569,0.0,0.103,0.369,131.944,audio_features,7nINhyXn6uwUkYLY5KQH0K,spotify:track:7nINhyXn6uwUkYLY5KQH0K,https://api.spotify.com/v1/tracks/7nINhyXn6uwUkYLY5KQH0K,https://api.spotify.com/v1/audio-analysis/7nINhyXn6uwUkYLY5KQH0K,245307,4
Redman,Lil Durk,5DhHtzRjVTVvRl1eajvYPe,0.741,0.51,9,-10.507,0,0.262,0.493,0.0,0.121,0.841,160.039,audio_features,5DhHtzRjVTVvRl1eajvYPe,spotify:track:5DhHtzRjVTVvRl1eajvYPe,https://api.spotify.com/v1/tracks/5DhHtzRjVTVvRl1eajvYPe,https://api.spotify.com/v1/audio-analysis/5DhHtzRjVTVvRl1eajvYPe,95915,4
Lo Vas A Olvidar,Billie Eilish ,0psS4i5YooJrXfDnGvWRLi,0.343,0.243,4,-14.66,0,0.0777,0.721,0.00198,0.0668,0.032,135.154,audio_features,0psS4i5YooJrXfDnGvWRLi,spotify:track:0psS4i5YooJrXfDnGvWRLi,https://api.spotify.com/v1/tracks/0psS4i5YooJrXfDnGvWRLi,https://api.spotify.com/v1/audio-analysis/0psS4i5YooJrXfDnGvWRLi,203464,4
Dancing With The Devil,Demi Lovato,0XqQxKtAdYbOC8OVIjWLZD,0.413,0.64,8,-5.811,1,0.0427,0.273,0.0,0.11,0.149,75.245,audio_features,0XqQxKtAdYbOC8OVIjWLZD,spotify:track:0XqQxKtAdYbOC8OVIjWLZD,https://api.spotify.com/v1/tracks/0XqQxKtAdYbOC8OVIjWLZD,https://api.spotify.com/v1/audio-analysis/0XqQxKtAdYbOC8OVIjWLZD,243992,4
You Wouldn't Understand,Juice WRLD,0veO6y9anwdVTaRuW7y8NJ,0.724,0.748,4,-4.335,0,0.0722,0.0012,0.0,0.132,0.118,158.04,audio_features,0veO6y9anwdVTaRuW7y8NJ,spotify:track:0veO6y9anwdVTaRuW7y8NJ,https://api.spotify.com/v1/tracks/0veO6y9anwdVTaRuW7y8NJ,https://api.spotify.com/v1/audio-analysis/0veO6y9anwdVTaRuW7y8NJ,170792,4
Low Down,Lil Baby,5m0yZ33oOy0yYBtdTXuxQe,0.962,0.619,10,-5.562,0,0.405,0.0354,0.0,0.083,0.154,127.958,audio_features,5m0yZ33oOy0yYBtdTXuxQe,spotify:track:5m0yZ33oOy0yYBtdTXuxQe,https://api.spotify.com/v1/tracks/5m0yZ33oOy0yYBtdTXuxQe,https://api.spotify.com/v1/audio-analysis/5m0yZ33oOy0yYBtdTXuxQe,144652,4
I Bet You Think About Me (Taylor's Version) (From The Vault),Taylor Swift feat. Chris Stapleton,4CkgMiMqZ5JzW9iYXSTMTL,0.391,0.715,0,-4.516,1,0.0495,0.167,0.0,0.183,0.473,149.654,audio_features,4CkgMiMqZ5JzW9iYXSTMTL,spotify:track:4CkgMiMqZ5JzW9iYXSTMTL,https://api.spotify.com/v1/tracks/4CkgMiMqZ5JzW9iYXSTMTL,https://api.spotify.com/v1/audio-analysis/4CkgMiMqZ5JzW9iYXSTMTL,285107,3
